sentence,entities
"'Joke shop still on, then?'",['Joke']
"Harry muttered, pretending to be adjusting the nozzle on his spray.
    ",['Harry']
"'Well, we haven't had a chance to get premises yet,' said Fred, dropping his voice even lower as Mrs Weasley mopped her brow with her scarf before returning to the attack, 'so we're running it as a mail-order service at the moment.","['Fred', 'Mrs Weasley']"
We put advertisements in the Daily Prophet last week.,['last week']
"'
    'All thanks to you, mate,' said George.",['George']
'But don't worry . . .,[]
Mum hasn't got a clue.,['Mum']
"She won't read the Daily Prophet any more, 'cause of it telling lies about you and Dumbledore.'
    ","['the Daily Prophet', 'Dumbledore']"
Harry grinned.,['Harry']
"He had forced the Weasley twins to take the thousand Galleons prize money he had won in the Triwizard Tournament to help them realise their ambition to open a joke shop, but he was still glad to know that his part in furthering their plans was unknown to Mrs Weasley.","['Weasley', 'Mrs Weasley']"
"She did not think running a joke shop was a suitable career for two of her sons.
    ",['two']
The de-Doxying of the curtains took most of the morning.,['The de-Doxying']
"It was past midday when Mrs Weasley finally removed her protective scarf, sank into a sagging armchair and sprang up again with a cry of disgust, having sat on the bag of dead rats.","['past midday', 'Mrs Weasley']"
The curtains were no longer buzzing; they hung limp and damp from the intensive spraying.,[]
"At the foot of them unconscious Doxys lay crammed in the bucket beside a bowl of their black eggs, at which Crook-shanks was now sniffing and Fred and George were shooting covetous looks.
    ",['Fred and George']
'I think we'll tackle (hose after lunch.',['hose']
Mrs Weasley pointed at the dusty glass-fronted cabinets standing on either side of the mantelpiece.,['Mrs Weasley']
"They were crammed with an odd assortment of objects: a selection of rusty daggers, claws, a coiled snakeskin, a number of tarnished silver boxes inscribed with languages Harry could lot understand and, least pleasant of all, an ornate crystal bottle with a large opal set into the stopper, full of what Harry was quite sure was blood.
    ","['Harry', 'Harry']"
The clanging doorbell rang again.,[]
"Everyone looked at Mrs Weasley
    'Stay here,' she said firmly, snatching up the bag of rats as Mrs Blacks screeches started up again from down below.","['Mrs Weasley', 'Mrs Blacks']"
"'I'll bring up some sandwiches.'
    ",[]
"She left the room, closing the door carefully behind her.",[]
"At once, everyone dashed over to the window to look down on the doorstep.",[]
"They could see the top of an unkempt gingery head and a suck of precariously balanced cauldrons.
    ",[]
'Mundungus!' said Hermione. ',[]
"What's he brought all those cauldrons for?'
    'Probably looking for a safe place to keep them,' said Harry. 'Isn't that what he was doing the night he was supposed to be tailing me?","['Harry', 'the night']"
"Picking up dodgy cauldrons?'
    ",[]
"'Yeah, you're right!'",[]
"said Fred, as the front door opened; Mundungus heaved his cauldrons through it and disappeared from view.",['Fred']
"'Blimey, Mum won't like that . . .",['Mum']
"'
    ",[]
"He and George crossed to the door and stood beside it, listening closely.",['George']
"Mrs Black's screaming had stopped.
    ","[""Mrs Black's""]"
"'Mundungus is talking to Sirius and Kingsley,' Fred muttered, frowning with concentration.","['Sirius', 'Kingsley', 'Fred']"
'Can't hear properly . . .,[]
"d'you reckon we can risk the Extendable Ears?'
    'Might be worth it,' said George.","['the Extendable Ears', 'George']"
"'I could sneak upstairs and get a pair - '
    ",[]
But at that precise moment there was an explosion of sound from downstairs that rendered Extendable Ears quite unnecessary.,[]
"All of them could hear exactly what Mrs Weasley was shouting at the top of her voice.
    ",['Mrs Weasley']
"'WE ARE NOT RUNNING A HIDEOUT FOR STOLEN GOODS!'
    ",[]
"'I love hearing Mum shouting at someone else,' said Fred, with a satisfied smile on his face as he opened the door an inch or so to allow Mrs Weasley's voice to permeate the room better, 'it makes such a nice change.","['Mum', 'Fred', ""Mrs Weasley's""]"
"'
    '",[]
"- COMPLETELY IRRESPONSIBLE, AS IF WE HAVEN'T GOT ENOUGH TO WORRY ABOUT WITHOUT YOU DRAGGING STOLEN CAULDRONS INTO THE HOUSE - '
    ",['HOUSE']
"The idiots are letting her get into her stride,' said George, shaking his head.",['George']
'You've got to head her off early otherwise she builds up a head of steam and goes on for hours.,['hours']
"And she's been dying to have a go at Mundungus ever since he sneaked off when he was supposed to be following you, Harry - and there goes Sirius's mum again.'
    ","['Harry - and', 'Sirius']"
"Mrs Weasley's voice was lost amid fresh shrieks and screams from the portraits in the hall.
    ","[""Mrs Weasley's""]"
"George made to shut the door to drown the noise, but before he could do so, a house-elf edged into the room.
    ",['George']
"Except for the filthy rag tied like a loincloth around its middle, it was completely naked.",[]
It looked very old.,[]
"Its skin seemed to be several times too big for it and, though it was bald like all house-elves, there was a quantity of white hair growing out of its large, batlike ears.",[]
"Its eyes were a bloodshot and watery grey and its fleshy nose was large and rather snoutlike.
    ",[]
The elf took absolutely no notice of Harry and the rest.,['Harry']
"Acting as though it could not see them, it shuffled hunchbacked, slowly and doggedly, towards the far end of the room, all the while muttering under its breath in a hoarse, deep voice like a bullfrog's.
    '. . .",[]
"smells like a drain and a criminal to boot, but she's no better, nasty old blood traitor with her brats messing up my mistress's house, oh, my poor mistress, if she knew, if she knew the scum they've let into her house, what would she say to old Kreacher, oh, the shame of it, Mudbloods and werewolves and traitors and thieves, poor old Kreacher, what can he do . . .","['Kreacher', 'Kreacher']"
"'
    ",[]
"'Hello, Kreacher,' said Fred very loudly, closing the door with a snap.
    ","['Kreacher', 'Fred']"
"The house-elf froze in his tracks, stopped muttering, and gave a very pronounced and very unconvincing start of surprise.
    ",[]
"'Kreacher did not see young master,' he said, turning around and bowing to Fred.","['Kreacher', 'Fred']"
"Still lacing the carpet, he added, perfectly audibly, 'Nasty little brat of a blood traitor it is.'
    ",['Nasty']
'Sorry?' said George.,['George']
'Didn't catch that last bit.,[]
"'
    ",[]
"'Kreacher said nothing,' said the elf, with a second box to George, adding in a clear undertone, 'and there its twin, unnataral little beasts they are.","['Kreacher', 'second', 'George']"
"'
    ",[]
Harry didn't know whether to laugh or not.,['Harry']
"The elf straightened up, eyeing them all malevolently, and apparently convinced that they could not hear him as he continued to mutter.
    ",[]
'. . .,[]
"and there's the Mudblood, standing there bold as brass,",['Mudblood']
"oh if my mistress knew, oh, how she'd cry, and there's a new boy, Kreacher doesn't know his name.",['Kreacher']
What is he doing here?,[]
Kreacher doesn't know . . .,['Kreacher']
"""
    ",[]
"This is Harry, Kreacher,' said Hermione tentatively.","['Harry, Kreacher']"
"'Harry Potter.'
    ",['Harry Potter']
"Kreacher's pale eyes widened and he muttered faster and more furiously than ever.
    ",['Kreacher']
"The Mudblood is talking to Kreacher as though she is my friend, if Kreacher's mistress saw him in such company, oh, what would she say - '
    'Don't call her a Mudblood!' said Ron and Ginny together, very angrily.
    ","['Kreacher', 'Kreacher', 'Mudblood', 'Ron', 'Ginny']"
"'It doesn't matter,' Hermione whispered, 'he's not in his tight mind, he doesn't know what he's - '
    'Don't kid yourself, Hermione, he knows exactly what he's saying,' said Fred, eyeing Kreacher with great dislike.
    ","['Fred', 'Kreacher']"
"Kreacher was still muttering, his eyes on Harry.
    ","['Kreacher', 'Harry']"
'Is it true?,[]
Is it Harry Potter?,['Harry Potter']
"Kreacher can see the scar, it must be true, that's the boy who stopped the Dark Lord, Kreacher wonders how he did it - '
    'Don't we all, Kreacher,' said Fred.
    ","['Kreacher', 'Kreacher', 'Fred.']"
"'What do you want, anyway?'",[]
"George asked.
    ",['George']
"Kreacher's huge eyes darted towards George.
    ","['Kreacher', 'George']"
"'Kreacher is cleaning,' he said evasively.
    ",['Kreacher']
"'A likely story,' said a voice behind Harry.
    ",['Harry']
Sirius had come back; he was glowering at the elf from the doorway.,[]
"The noise in the hall had abated; perhaps Mrs Weasley and Mundungus had moved their argument down into the kitchen.
    ",['Mrs Weasley']
"At the sight of Sirius, Kreacher flung himself into a ridiculously low bow that flattened his snoutlike nose on the floor.
    ",['Kreacher']
"'Stand up straight,' said Sirius impatiently.",[]
',[]
"Now, what are you up to?'
    'Kreacher is cleaning,' the elf repeated.",['Kreacher']
"'Kreacher lives to serve lie Noble House of Black - '
    '","['Kreacher', ""Noble House of Black - '""]"
"And it's getting blacker every day, it's filthy,' said Sirius.
    ","['every day', 'Sirius']"
"'Master always liked his little joke,' said Kreacher, bowing again, and continuing in an undertone, 'Master was a nasty ungrateful swine who broke his mother's heart - '
    'My mother didn't have a heart, Kreacher,' snapped Sirius.","['Kreacher', ""'Master"", 'Kreacher', 'Sirius']"
"'She kept herself alive out of pure spite.'
    ",[]
"Kreacher bowed again as he spoke.
    ",[]
"'Whatever Master says,' he muttered furiously.",[]
"'Master is not fit to wipe slime from his mother's boots, oh, my poor mistress, what would she say if she saw Kreacher serving him, how she hated him, what a disappointment he was - '
    'I asked you what you were up to,' said Sirius coldly.",['Kreacher']
"'Every time you show up pretending to be cleaning, you sneak something off to your room so we can't throw it out.",[]
"'
    ",[]
"'Kreacher would never move anything from its proper place in Master's house,' said the elf, then muttered very fast, 'Mistress would never forgive Kreacher if the tapestry was thrown out, seven centuries it's been in the family, Kreacher must save it, Kreacher will not let Master and the blood traitors and the brats destroy it - '
    'I thought it might be that,' said Sirius, casting a disdainful look at the opposite wall.","['Kreacher', 'Kreacher', 'seven centuries', 'Kreacher', 'Kreacher', 'Sirius']"
"'She'll have put another Permanent Sticking Charm on the back of it, I don't doubt, but if I can get rid of it I certainly will.",[]
"Now go away, Kreacher.'
    ",['Kreacher']
"It seemed that Kreacher did not dare disobey a direct order; nevertheless, the look he gave Sirius as he shuffled out past him was full of deepest loathing and he muttered all the way out of the room.
    ' - comes back from Azkaban ordering Kreacher around, oh, my poor mistress, what would she say if she saw the house now, scum living in it, her treasures thrown out, she swore he was no son of hers and he's back, they say he's a murderer too - '
    'Keep muttering","['Kreacher', 'Azkaban', 'Kreacher']"
and I will be a murderer!',[]
"said Sirius irritably as he slammed the door shut on the elf.
    ",[]
"'Sirius, he's not right in the head,' Hermione pleaded, 'I don't think he realises we can hear him.'
    ",[]
"'He's been alone too long,' said Sirius, 'taking mad orders from my mothers portrait and talking to himself, but he was always a foul little - '
    'If you could just set him free,' said Hermione hopefully, 'maybe - '
    'We can't set him free, he knows too much about the Order; said Sirius curtly.","['Sirius', 'Order']"
',[]
"And anyway, the shock would kill him.",[]
"You suggest to him that he leaves this house, see how he takes it.",[]
"'
    ",[]
Sirius walked across the room to where the tapestry Kreacher had been trying to protect hung the length of the wall.,['Kreacher']
"Harry and the others followed.
    ",['Harry']
The tapestry looked immensely old; it was laded and looked as though Doxys had gnawed it in places.,['Doxys']
"Nevertheless, the golden thread with which it was embroidered still glinted brightly enough to show them a sprawling family tree dating back (as far as Harry could tell) to the Middle Ages.","['Harry', 'the Middle Ages']"
"Large words at the very top of the tapestry read:
The Noble and Most Ancient House of Black
Toujours pur'
'You're not on here!'",['The Noble and Most Ancient House of Black\nToujours']
"said Harry, after scanning the bottom of the tree closely.
    ",['Harry']
"'I used to be there,' said Sirius, pointing at a small, round, charred hole in the tapestry, rather like a cigarette burn.",['Sirius']
"'My sweet old mother blasted me off after I ran away from home - Kreacher's quite fond of muttering the story under his breath.'
    ",['Kreacher']
"'You ran away from home?'
    'When I was about sixteen,' said Sirius.",['Sirius']
'I'd had enough.,[]
"'
    ",[]
"'Where did you go?' asked Harry, staring at him.
    ",['Harry']
"'Your dad's place,' said Sirius.",['Sirius']
'Your grandparents were really good about it; they sort of adopted me as a second son.,['second']
"Yeah, I camped out at your dads in the school holidays, and when I was seventeen I got a place of my own.",[]
"My Uncle Alphard had left me a decent bit of gold - he's been wiped off here, too, that's probably why - anyway, after that I looked after myself.",[]
"I was always welcome at Mr and Mrs Potters for Sunday lunch, though.'
    ","['Mr', 'Mrs Potters', 'Sunday']"
'But . . .,[]
why did you . . .?,[]
"'
    'Leave?'",[]
"Sirius smiled bitterly and ran his fingers through his long, unkempt hair.",[]
"'Because I hated the whole lot of them: my parents, with their pure-blood mania, convinced that to be a Black made you practically royal . . .",[]
"my idiot brother, soft enough to believe them .",[]
. .,[]
that's him.,[]
"'
    ",[]
"Sirius jabbed a finger at the very bottom of the tree, at the name 'Regulus Black'.","[""Regulus Black'""]"
"A date of death (some fifteen years previously) followed the date of birth.
    ",['some fifteen years']
"'He was younger than me,' said Sirius, 'and a much better son, as I was constantly reminded.",['Sirius']
"'
    ",[]
"'But he died,' said Harry.
    ",['Harry']
"'Yeah,' said Sirius.",['Sirius']
'Stupid idiot . . .,['Stupid']
"he joined the Death Eaters.'
    ",['the Death Eaters']
"'You're kidding!'
    'Come on, Harry, haven't you seen enough of this house to tell what kind of wizards my family were?' said Sirius testily.
    ",['Harry']
"'Were - were your parents Death Eaters as well?'
    'No, no, but believe me, they thought Voldemort had the right idea, they were all for the purification of the wizarding race, getting rid of Muggle-borns and having pure-bloods in charge.","['Death Eaters', 'Voldemort']"
"They weren't alone, either, there were quite a few people, before Voldemort showed his true colours, who thought he had the right idea about things .",['Voldemort']
. .,[]
"they got cold feet when they saw what he was prepared to do to get power, though.",[]
But I bet my parents thought Regulus was a right little hero for joining up at first.,"['Regulus', 'first']"
"'
    ",[]
'Was he killed by an Auror?',['Auror']
"Harry asked tentatively.
    ",['Harry']
"'Oh, no,' said Sirius.",['Sirius']
"'No, he was murdered by Voldemort.",['Voldemort']
"Or on Voldemort's orders, more likely; I doubt Regulus was ever important enough to be killed by Voldemort in person.","['Voldemort', 'Voldemort']"
"From what I found out after he died, he got in so far, then panicked about what he: was being asked to do and tried to back out.",[]
"Well, you don't just hand in your resignation to Voldemort.",['Voldemort']
It's a lifetime of service or death.,[]
"'
    'Lunch,' said Mrs Weasley's voice.
    ","[""Mrs Weasley's""]"
"She was holding her wand high in front of her, balancing a huge tray loaded with sandwiches and cake on its tip.",[]
She was very red in the face and still looked angry.,[]
"The others moved over to her, eager for some food, but Harry remained with Sirius, who had bent closer to the tapestry.
    ","['Harry', 'Sirius']"
'I haven't looked at this for years.,['this for years']
There's Phineas Nigellu; . . .,['Phineas Nigellu']
"my great-great-grandfather, see? . . .",[]
least popular Headmaster Hogwarts ever had . . .,[]
and Araminta Meliflua . . .,['Araminta Meliflua']
cousin of my mother's . . .,[]
tried to force through a Ministry Bill to make Muggle-hunting legal . . .,['Bill']
and dear Aunt Elladora . . .,['Aunt Elladora']
she started the family tradition of beheading house-elves when they got too old to carry tea trays . . .,[]
"of course, any time the family produced someone halfway decent they were disowned.",[]
I see Tonks isn't on here.,[]
"Maybe that's why Kreacher won't take orders from her - he's supposed to do whatever anyone in the family asks him - '
    'You and Tonks are related?'",['Kreacher']
"Harry asked, surprised.
    ",['Harry']
"'Oh, yeah, her mother Andromeda was my favourite col sin, said Sirius, examining the tapestry closely.","['Andromeda', 'Sirius']"
"'No, Andromeda's not on here either, look - '
    He pointed to another small round burn mark between two names, Bellatrix and Narcissa.
    ","['Andromeda', 'between two', 'Bellatrix', 'Narcissa']"
"'Andromeda's sisters are still here because they made lovely, respectable pure-blood marriages, but Andromeda married a Muggle-born, Ted Tonks, so - '
    Sirius mimed blasting the tapestry with a wand and laughed sourly.","['Andromeda', 'Andromeda', 'Muggle', 'Ted Tonks']"
"Harry, however, did not laugh; he was too busy staring at the names to the right of Andromeda's burn mark.","['Harry', 'Andromeda']"
"A double line of gold embroidery linked Narcissa Black with Lucius Malfoy and a single vertical gold line from their names led to the name Draco.
    ","['Narcissa Black with Lucius Malfoy', 'Draco']"
"'You're related to the Malfoy's!'
    ",['Malfoy']
"The pure-blood families are all interrelated, said Sirius.",['Sirius']
'If you're only going to let your sons and daughters marry pure-bloods our choice is very limited; there are hardly any of us left.,[]
Molly and I are cousins by marriage and Arthur's something like my second cousin once removed.,"['Arthur', 'second']"
"But there's no point looking for then on here - if ever a family was a bunch of blood traitors it's the Weaseys.'
    ",[]
"But Harry was now looking at the name to the left of Andromeda's burn: Bellatrix Black, which was connected by a double line to Rodolphus Lestrange.
    ","['Harry', 'Andromeda', 'Bellatrix Black', 'Rodolphus Lestrange']"
'Lestrange . . .',[]
Harry said aloud.,['Harry']
"The name had stirred something in his memory; he knew it from somewhere, but for a moment he couldn't think where, though it gave him an odd, creeping sensation in the pit of his stomach.
    ",[]
"'They're in Azkaban,' said Sirius shortly.
    ",['Azkaban']
"Harry looked at him curiously.
    ",['Harry']
"'Bellatrix and her husband Rodolphus came in with Barty Crouch junior,' said Sirius, in the same brusque voice.","['Rodolphus', 'Barty Crouch', 'Sirius']"
"'Rodolphuss brother Rabastan was with them, too.'
    ","['Rodolphuss', 'Rabastan']"
Then Harry remembered.,['Harry']
"He had seen Bellatrix Lestrange inside Dumbledore's Pensieve, the strange device in which thoughts and memories could be stored: a tall dark woman with heavy-lidded eyes, who had stood at her trial and proclaimed her continuing allegiance to Lord Voldemort, her pride that she had tried to find him after his downfall and her conviction that she would one day be rewarded for her loyalty.
    ",['Bellatrix Lestrange']
"'You never said she was your - '
    'Does it matter if she's my cousin?' snapped Sirius.",['Sirius']
"'As far as I'm concerned, they're not my family.",[]
She's certainly not my family.,[]
"I haven't seen her since I was your age, unless you count a glimpse of her coming into Azkaban.",['Azkaban']
"D'you think I'm proud of having a relative like her?'
    'Sorry,' said Harry quickly, 'I didn't mean - I was just surprised, that's all - '
    'It doesn't matter, don't apologise,' Sirius mumbled.",['Harry']
"He turned away from the tapestry, his hands deep in his pockets.",[]
"'I don't like being back here,' he said, staring across the drawing room.",[]
'I never thought I'd be stuck in this house again.,[]
"'
    ",[]
Harry understood completely.,['Harry']
"He knew how he would feel, when he was grown up and thought he was free of the place for ever, to return and live at number four, Privet Drive.
    ","['number four', 'Privet Drive']"
"'It's ideal for Headquarters, of course; Sirius said.","['Headquarters', 'Sirius']"
'My father put every security measure known to wizardkind on it when he lived here.,[]
"It's unplottable, so Muggles could never come and call - as if they d ever have wanted to - and now Dumbledore's added his protection, you'd be hard put to find a safer house anywhere.",['Dumbledore']
"Dumbledore is Secret Keeper for the Order, you know - nobody can find Headquarters unless he tells them personally where it is - that note Moody showed you last night, that was from Dumbledore . . .'","['Dumbledore', 'Secret Keeper', 'Order', 'Moody', 'last night', 'Dumbledore']"
"Sirius gave a short, bark-like laugh.",[]
'If my parents could see the use their house was being put to now . . .,[]
"well, my mothers portrait should give you some idea.
    ",[]
"He scowled for a moment, then sighed.
    ",[]
'I wouldn't mind if I could just get out occasionally and do something useful.,[]
"I've asked Dumbledore whether I can escort you, to your hearing - as Snuffles, obviously - so I can give you a bit of moral support, what d'you think?'
    ","['Dumbledore', 'Snuffles']"
Harry felt as though his stomach had sunk through the dusty carpet.,['Harry']
"He had not thought about the hearing once since dinner the previous evening; in the excitement of being back with the people he liked best, and hearing everything that was going on, it had completely flown his mind.",[]
"At Sirius's words, however, the crushing sense of dread returned to him.",['Sirius']
"He stared at Hermione and the Weasleys, all tucking into their sandwiches, and thought how he would feel if they went back to Hogwarts without him.
    ",['Hermione']
"'Don't worry,' Sirius said.",[]
Harry looked up and realised that Sirius had been watching him.,"['Harry', 'Sirius']"
"'I'm sure they'll clear you, there's definitely something in the International Statute of Secrecy about being allowed to use magic to save your own life.",['the International Statute of Secrecy']
"'
    ",[]
"But if they do expel me,' said Harry quietly, 'can I come back here and live with you?'
    Sirius smiled sadly.
    ",['Harry quietly']
"'We'll see.'
    ",[]
"'I'd feel a lot better about the hearing if I knew I didn't have to go back to the Dursleys',' Harry pressed him.
    ",['Harry']
"They must be bad if you prefer this place,' said Sirius gloomily.
    ",['Sirius']
"'Hurry up, you two, or there won't be any food left,' Mrs Weasley called.
    ","['Hurry', 'two', 'Mrs Weasley']"
"Sirius heaved another great sigh, cast a dark look at the tapestry, then he and Harry went to join the others.
    ",['Harry']
Harry tried his best not to think about the hearing while he emptied the glass-fronted cabinets that afternoon.,"['Harry', 'that afternoon']"
"Fortunately for him, it was a job that required a lot of concentration, as many of the objects in there seemed very reluctant to leave their dusty shelves.",[]
"Sirius sustained a bad bite from a silver snuffbox; within seconds his bitten hand had developed an unpleasant crusty covering like a tough brown glove.
    ",['seconds']
"'Its OK,' he said, examining the hand with interest before tapping it lightly with his wand and restoring its skin to normal, 'must be Wartcap powder in there.'
    ",['Wartcap']
"He threw the box aside into the sack where they were depositing the debris from the cabinets; Harry saw George wrap his own hand carefully in a cloth moments later and sneak the box into his already Doxy-filled pocket.
    ","['Harry saw George wrap', 'a cloth moments']"
"They found an unpleasant-looking silver instrument, something like a many-legged pair of tweezers, which scuttled up Harry's arm like a spider when he picked it up, and attempted to puncture his skin.",['Harry']
Sirius seized it and smashed it with a heavy book entitled Nature's Nobility: A Wizarding Genealogy.,"[""Nature's Nobility: A Wizarding Genealogy""]"
"There was a musical box that emitted a faintly sinister, tinkling tune when wound, and they all found themselves becoming curiously weak and sleepy, until Ginny had the sense to slam the lid shut; a heavy locket that none of them could open; a number of ancient seals; and, in a dusty box, an Order of Merlin, First Class, that had been awarded to Sirius's grandfather for 'services to the Ministry'.
    ","['Ginny', 'First', 'Sirius']"
"'It means he gave them a load of gold,' said Sirius contemptuously throwing the medal into the rubbish sack.
    ",['Sirius']
"Several times Kreacher sidled into the room and attempted to smuggle things away under his loincloth, muttering horrible curses every time they caught him at it.",['Kreacher']
"When Sirius wrested a large go den ring bearing the Black crest from his grip, Kreacher actually burst into furious tears and left the room sobbing under his breath and calling Sirius names Harry had never heard before.
    ","['Kreacher', 'Sirius', 'Harry']"
"'It was my father's,' said Sirius, throwing the ring into the sack.",['Sirius']
"'Kreacher wasn't quite as devoted to him as to my mother, but I still caught him snogging a pair of my father's old trousers last week.","['Kreacher', 'last week']"
"'
*
Mrs Weasley kept them all working very hard over the next few days.","['Mrs Weasley', 'the next few days']"
The drawing room took three days to decontaminate.,['three days']
"Finally, the only undesirable things left in it were the tapestry of the Black family tree, which resisted all their attempts to remove it from the wall, and the rattling writing desk.",[]
"Moody had not dropped by Headquarters yet, so they could not be sure what was inside it.
    ",['Moody']
They moved from the drawing room to a dining room on the ground floor where they found spiders as large as saucers lurking in the dresser (Ron left the room hurriedly to make a cup of tea and did not return for an hour and a half).,"['Ron', 'an hour and a half']"
"The china, which bore the Black crest and motto, was all thrown unceremoniously into a sack by Sirius, and the same fate met a set of old photographs in tarnished silver frames, all of whose occupants squealed shrilly as the glass covering them smashed.
    ","['china', 'Sirius']"
"Snape might refer to their work as 'cleaning', but in Harry's opinion they were really waging war on the house, which was putting up a very good fight, aided and abetted by Kreacher.","['Snape', 'Harry', 'Kreacher']"
"The house-elf kept appearing wherever they were congregated, his muttering becoming more and more offensive as he attempted to remove anything he could from the rubbish sacks.",[]
"Sirius went as far as to threaten him with clothes, but Kreacher fixed him with a watery stare and said, 'Master must do as Master wishes,' before turning away and muttering very loudly, 'but Master will not turn Kreacher away, no, because Kreacher knows what they are up to, oh yes, he is plotting against the Dark Lord, yes, with these Mudblood and traitors and scum . . .'
    ","['Kreacher', 'Kreacher', 'Kreacher', 'Mudblood']"
"At which Sirius, ignoring Hermione's protests, seized Kreacher by the back of his loincloth and threw him bodily from the room.
    ","['Sirius', 'Hermione', 'Kreacher']"
"The doorbell rang several times a day, which was the cue for Sirius's mother to start shrieking again, and for Harry and the others to attempt to eavesdrop on the visitor, though they gleaned very little from the brief glimpses and snatches of conversation they were able to sneak before Mrs Weasley recalled them to their tasks.","['Sirius', 'Harry', 'Mrs Weasley']"
"Snape flitted in and out of the house several times more, though to Harry's relief they never came face to face; Harry also caught sight of his Transfiguration teacher Professor McGonagall, looking very odd in a Muggle dress and coat, and she also seemed too busy to linger.","['Harry', 'Harry', 'Transfiguration', 'McGonagall', 'Muggle']"
"Sometimes, however, the visitors stayed to help.",[]
"Tonks joined them for a memorable afternoon in which they found a murderous old ghoul lurking in an upstairs toilet, and Lupin, who was staying in the house with Sirius but who left it for long periods to do mysterious work for the Order, helped them repair a grandfather clock that had developed the unpleasant habit of shooting heavy bolts at passers-by.","['afternoon', 'Lupin', 'Sirius', 'Order']"
"Mundungus redeemed himself slightly in Mrs Weasley's eyes by rescuing Ron from an ancient set of purple robes that had tried to strangle him when he removed them from their wardrobe.
    ","[""Mrs Weasley's"", 'Ron']"
"Despite the fact that he was still sleeping badly, still having dreams about corridors and locked doors that made his scar prickle, Harry was managing to have fun for the first time all summer.","['Harry', 'first', 'all summer']"
"As long as he was busy he was happy; when the action abated, however, whenever he dropped his guard, or lay exhausted in bed watching blurred shadows move across the ceiling, the thought of the looming Ministry hearing returned to him.",[]
Fear jabbed at his insides like needles as he wondered what was going to happen to him if he was expelled.,[]
"The idea was so terrible that he did not dare voice it aloud, not even to Ron and Hermione, who, though he often saw them whispering together and casting anxious looks in his direction, followed his lead in not mentioning it.",['Ron']
"Sometimes, he could not prevent his imagination showing him a faceless Ministry official who was snapping his wand in two and ordering him back to the Dursleys' . . .",['two']
but he would not go.,[]
He was determined on that.,[]
"He would come back here to Grimmauld Place and live with Sirius.
    ","['Grimmauld Place', 'Sirius']"
"He felt as though a brick had dropped into his stomach when Mrs Weasley turned to him during dinner on Wednesday evening and said quietly, 'I've ironed your best clothes for tomorrow morning, Harry, and I want you to wash your hair tonight, too.","['Mrs Weasley', 'Wednesday', 'evening', 'tomorrow', 'Harry', 'tonight']"
A good first impression can work wonders.,['first']
"'
    ",[]
"Ron, Hermione, Fred, George and Ginny all stopped talking and looked over at him.","['Ron', 'Fred, George and Ginny']"
"Harry nodded and tried to keep eating his chop, but his mouth had become so dry he could not chew.
    ",['Harry']
'How am I getting there?',[]
"he asked Mrs Weasley, trying to sound unconcerned.
    ",['Mrs Weasley']
"'Arthur's taking you to work with him,' said Mrs Weasley gently.
    ","['Arthur', 'Mrs Weasley']"
"Mr Weasley smiled encouragingly at Harry across the table.
    ","['Weasley', 'Harry']"
"'You can wait in my office until it's time for the hearing,' he said.
    ",[]
"Harry looked over at Sirius, but before he could ask the question, Mrs Weasley had answered it.
    ","['Harry', 'Sirius', 'Mrs Weasley']"
"'Professor Dumbledore doesn't think it's a good idea for Sirius to go with you, and I must say I - '
    ' - think he's quite right,' said Sirius through clenched teeth.
    ",['Dumbledore']
"Mrs Weasley pursed her lips.
    ",['Mrs Weasley']
'When did Dumbledore tell you that?',['Dumbledore']
"Harry said, staring at Sirius.
    ","['Harry', 'Sirius']"
"'He came last night, when you were in bed,' said Mr Weasley
    Sirius stabbed moodily at a potato with his fork.","['last night', 'Weasley']"
Harry lowered his own eyes to his plate.,['Harry']
"The thought that Dumbledore had been in the house on the eve of his hearing and not asked to see him made him feel, if it were possible, even worse.
- CHAPTER SEVEN -
The Ministry of Magic
Harry awoke at half past five the next morning as abruptly and completely as if somebody had yelled in his ear.","['Dumbledore', 'SEVEN', 'The Ministry of Magic\nHarry', 'half past five', 'the next morning']"
"For a few moments he lay immobile as the prospect of the disciplinary hearing filled every tiny particle of his brain, then, unable to bear it, he leapt out of bed and put on his glasses.",['a few moments']
Mrs Weasley had laid out his freshly laundered jeans and T-shirt at the foot of his bed.,['Mrs Weasley']
Harry scrambled into them.,['Harry']
"The blank picture on the wall sniggered.
    ",[]
"Ron was lying sprawled on his back with his mouth wide open, fast asleep.",['Ron']
"He did not stir as Harry crossed the room, stepped out on to the landing and closed the door softly behind him.",['Harry']
"Trying net to think of the next time he would see Ron, when they might no longer be fellow students at Hogwarts, Harry walked quietly down the stairs, past the heads of Kreacher's ancestors, and down into the kitchen.
    ","['Ron', 'Hogwarts', 'Harry', 'Kreacher']"
"He had expected it to be empty, but when he reached the door he heard the soft rumble of voices on the other side.",[]
"He pushed it open and saw Mr and Mrs Weasley, Sirius, Lupin and Tonks sitting there almost as though they were waiting for him.","['Mr', 'Mrs Weasley', 'Lupin']"
"All were fully dressed except Mrs Weasley, who was wearing a quilted purple dressing gown.",['Mrs Weasley']
"She leapt to her feet the moment Harry entered.
    ",['Harry']
"'Breakfast,' she said as she pulled out her wand and hurried over to the fire.
    ",['Breakfast']
"'M - m - morning, Harry,' yawned Tonks.","['Harry', 'Tonks']"
Her hair was blonde and curly this morning.,['this morning']
"'Sleep all right?'
    'Yeah,' said Harry.
    ",['Harry']
