sentence,entities
"But the long silence from Ron and Hermione had made Harry feel so cut off from the magical world that even taunting Dudley had lost its appeal - and now Ron and Hermione had forgotten his birthday.
  ","['Ron', 'Harry', 'Dudley', 'Ron']"
What wouldn't he give now for a message from Hogwarts?,['Hogwarts']
From any witch or wizard?,[]
"He'd almost be glad of a sight of his archenemy, Draco Malfoy, just to be sure it hadn't all been a dream ....
  Not that his whole year at Hogwarts had been fun.",['Draco Malfoy']
"At the very end of last term, Harry had come face-to-face with none other than Lord Voldemort himself.","['Harry', 'Voldemort']"
"Voldemort might be a ruin of his former self, but he was still terrifying, still cunning, still determined to regain power.",['Voldemort']
"Harry had slipped through Voldemort's clutches for a second time, but it had been a narrow escape, and even now, weeks later, Harry kept waking in the night, drenched in cold sweat, wondering where Voldemort was now, remembering his livid face, his wide, mad eyes
  Harry suddenly sat bolt upright on the garden bench.","['Harry', 'Voldemort', 'second', 'weeks later', 'Harry', 'Voldemort', 'Harry']"
He had been staring absent-mindedly into the hedge - and the hedge was staring back.,[]
"Two enormous green eyes had appeared among the leaves.
  ",['Two']
"Harry jumped to his feet just as a jeering voice floated across the lawn.
  ",['Harry']
"""I know what day it is,"" sang Dudley, waddling toward him.
  ",['Dudley']
"The huge eyes blinked and vanished.
  ",[]
"""What?"" said Harry, not taking his eyes off the spot where they had been.
  ",['Harry']
"""I know what day it is,"" Dudley repeated, coming right up to him.
  ",['Dudley']
"""Well done,"" said Harry.",['Harry']
"""So you've finally learned the days of the week.",['the days of the week']
"""
  ""Today's your birthday,"" sneered Dudley.","['Today', 'Dudley']"
"""How come you haven't got any cards?",[]
Haven't you even got friends at that freak place?,[]
"""
  ""Better not let your mum hear you talking about my school,"" said Harry coolly.
  ",['Harry']
"Dudley hitched up his trousers, which were slipping down his fat bottom.
  ",['Dudley']
"""Why're you staring at the hedge?""",[]
"he said suspiciously.
  ",[]
"""I'm trying to decide what would be the best spell to set it on fire,"" said Harry.
  Dudley stumbled backward at once, a look of panic on his fat face.
  ","['Harry', 'Dudley']"
"""You c-can't - Dad told you you're not to do m-magic - he said he'll chuck you out of the house - and you haven't got anywhere else to go - you haven't got any friends to take you -""
  ""Jiggery pokery!"" said Harry in a fierce voice.","['chuck', 'Harry']"
"""Hocus pocus squiggly wiggly -""
  ""MUUUUUUM!""",['Hocus']
"howled Dudley, tripping over his feet as he dashed back toward the house.",['Dudley']
"""MUUUUM!",[]
He's doing you know what!,[]
"""
  Harry paid dearly for his moment of fun.",['Harry']
"As neither Dudley nor
  the hedge was in any way hurt, Aunt Petunia knew he hadn't really done magic, but he still had to duck as she aimed a heavy blow at his head with the soapy frying pan.","['Dudley', 'Aunt Petunia']"
"Then she gave him work to do, with the promise he wouldn't eat again until he'd finished.
  ",[]
"While Dudley lolled around watching and eating ice cream, Harry cleaned the windows, washed the car, mowed the lawn, trimmed the flowerbeds, pruned and watered the roses, and repainted the garden bench.","['Dudley', 'Harry']"
"The sun blazed overhead, burning the back of his neck.",[]
"Harry knew he shouldn't have risen to Dudley's bait, but Dudley had said the very thing Harry had been thinking himself...","['Harry', 'Dudley', 'Dudley', 'Harry']"
"maybe he didn't have any friends at Hogwarts ....
  ",[]
"Wish they could see famous Harry Potter now, he thought savagely as he spread manure on the flower beds, his back aching, sweat running down his face.
  ",['Harry Potter']
"It was half past seven ,in the evening when at last, exhausted, he heard Aunt Petunia calling him.
  ","['half past seven', 'Aunt Petunia']"
"""Get in here!",[]
"And walk on the newspaper!""
  Harry moved gladly into the shade of the gleaming kitchen.",['Harry']
On top of the fridge stood tonight's pudding: a huge mound of whipped cream and sugared violets.,['tonight']
"A loin of roast pork was sizzling in the oven.
  ",[]
"""Eat quickly!",[]
"The Masons will be here soon!""",[]
"snapped Aunt Petunia, pointing to two slices of bread and a lump of cheese on the kitchen table.","['Aunt Petunia', 'two']"
"She was already wearing a salmon-pink cocktail dress.
  ",[]
Harry washed his hands and bolted down his pitiful supper.,['Harry']
"The moment he had finished, Aunt Petunia whisked away his plate.",['Aunt Petunia']
"""Upstairs! Hurry!""
  As he passed the door to the living room, Harry caught a glimpse of Uncle Vernon and Dudley in bow ties and dinner jack ets.","['Hurry', 'Harry', 'Vernon', 'Dudley']"
He had only just reached the upstairs landing when the door bell rang and Uncle Vernon's furious face appeared at the foot of the stairs.,"[""Uncle Vernon's""]"
"""Remember, boy - one sound -"" Harry crossed to his bedroom on tiptoe slipped inside, closed the door, and turned to collapse on his bed.",['Harry']
"The trouble was, there was already someone sitting on it.
  ",[]
"CHAPTER TWo
  I
  DOBBY'S WARNING
  arry managed not to shout out, but it was a close thing.",['CHAPTER']
"The little creature on the bed had large, bat-like ears and bulging green eyes the size of tennis balls.",[]
"Harry knew instantly that this was what had been watching him out of the garden hedge that morning.
  ","['Harry', 'that morning']"
"As they stared at each other, Harry heard Dudley's voice from the hall.
  ","['Harry', 'Dudley']"
"""May I take your coats, Mr. and Mrs. Mason?""
   The creature slipped off the bed and bowed so low that the end of its long, thin nose touched the carpet.",['Mason']
"Harry noticed that it was wearing what looked like an old pillowcase, with rips for arm- and leg-holes.
  ",['Harry']
"""Er - hello,"" said Harry nervously.
  ",['Harry nervously']
"""Harry Potter!"" said the creature in a high-pitched voice Harry was sure would carry down the stairs.","['Harry Potter', 'Harry']"
"""So long has Dobby wanted to meet you, sir ...",['Dobby']
Such an honor it is . . . .,[]
"""
  ""Th-thank you,"" said Harry, edging along the wall and sinking into his desk chair, next to Hedwig, who was asleep in her large cage.","['Harry', 'Hedwig']"
"He wanted to ask, ""What are you?"" but thought it would sound too rude, so instead he said, ""Who are you?""
  ""Dobby, sir.",['Dobby']
Just Dobby.,['Dobby']
"Dobby the house-elf,"" said the creature.
  ",[]
"""Oh - really?"" said Harry.",['Harry']
"""Er - I don't want to be rude or anything, but - this isn't a great time for me to have a house-elf in my bedroom.",[]
"""
  Aunt Petunias high, false laugh sounded from the living room.",[]
"The elf hung his head.
  ",[]
"""Not that I'm not pleased to meet you,"" said Harry quickly, ""but, er, is there any particular reason you're here?",['Harry']
"""
  ""Oh, yes, sir,"" said Dobby earnestly.",['Dobby']
"""Dobby has come to tell you, sir ...",['Dobby']
"it is difficult, sir ...",[]
Dobby wonders where to begin . . . .,['Dobby']
"""
  ""Sit down,"" said Harry politely, pointing at the bed.
  ",['Harry politely']
"To his horror, the elf burst into tears - very noisy tears.
  ",[]
"""S-sit down!""",[]
he wailed.,[]
"""Never ... never ever. . .",[]
"""
  Harry thought he heard the voices downstairs falter.
   ",['Harry']
"""I'm sorry,"" he whispered, ""I didn't mean to offend you or anything -""
  ""Offend Dobby!"" choked the elf.",['Offend Dobby']
"""Dobby has never been asked to sit down by a wizard - like an equal-""
  Harry, trying to say ""Shh!"" and look comforting at the same time, ushered Dobby back onto the bed where he sat hiccoughing, looking like a large and very ugly doll.","['Dobby', 'Harry', 'Shh', 'Dobby']"
"At last he managed to control himself, and sat with his great eyes fixed on Harry in an expression of watery adoration.
  ",['Harry']
"""You can't have met many decent wizards,"" said Harry, trying to cheer him up.
  ",['Harry']
Dobby shook his head.,['Dobby']
"Then, without warning, he leapt up and started banging his head furiously on the window, shouting, ""Bad Dobby!",['Bad Dobby']
"Bad Dobby!""
  ""Don't - what are you doing?""",['Bad Dobby']
"Harry hissed, springing up and pulling Dobby back onto the bed - Hedwig had woken up with a particularly loud screech and was beating her wings wildly against the bars of her cage.
  ","['Harry', 'Dobby']"
"""Dobby had to punish himself, sir,"" said the elf, who had gone slightly cross-eyed.",['Dobby']
"""Dobby almost spoke ill of his family, sir . . . .",['Dobby']
"""
  ""Your family?""
  ""The wizard family Dobby serves, sir... DOBBY'S is a houseelf - bound to serve one house and one family forever .","['Dobby', 'DOBBY', 'one']"
".....
  ""Do they know you're here?"" asked Harry curiously.
  ",['Harry']
"Dobby shuddered.
  ",['Dobby']
"""Oh, no, sir, no ... Dobby will have to punish himself most grievously for coming to see you, sir.",['Dobby']
Dobby will have to shut his ears in the oven door for this.,['Dobby']
"If they ever knew, sir _""
  ""But won't they notice if you shut your ears in the oven door?",[]
"""
  ""Dobby doubts it, sir.",['Dobby']
"Dobby is always having to punish himself for something, sir.",['Dobby']
"They lets Dobby get on with it, sir.",['Dobby']
"Sometimes they reminds me to do extra punishments ......
  ",[]
"""But why don't you leave?",[]
"Escape?""
  ""A house-elf must be set free, sir.",['Escape']
And the family will never set Dobby free ...,['Dobby']
"Dobby will serve the family until he dies, sir . . . .",['Dobby']
"""
  Harry stared.
  ",['Harry']
"""And I thought I had it bad staying here for another four weeks,""
  he said.",['another four weeks']
"""This makes the Dursleys sound almost human.",[]
Can't anyone help you?,[]
"Can't I?""
  Almost at once, Harry wished he hadn't spoken.",['Harry']
"Dobby dissolved again into wails of gratitude.
  ",['Dobby']
"""Please,"" Harry whispered frantically, ""please be quiet.",['Harry']
"If the Dursleys hear anything, if they know you're here -""
  ""Harry Potter asks if he can help Dobby ...","['Harry Potter', 'Dobby ...']"
"Dobby has heard of your greatness, sir, but of your goodness, Dobby never knew .",['Dobby']
".....
  ",[]
"Harry, who was feeling distinctly hot in the face, said, ""Whatever you've heard about my greatness is a load of rubbish.",['Harry']
"I'm not even top of my year at Hogwarts; that's Hermione, she -""
  ",[]
"But he stopped quickly, because thinking about Hermione was painful.
  ",[]
"""I-Tarry Potter is humble and modest,"" said Dobby reverently, his orb- like eyes aglow.","['Tarry Potter', 'Dobby']"
"""Harry Potter speaks not of his triumph over He-Who- Must-Not-Be-Named -""
  ""Voldemort?"" said Harry.
  Dobby clapped his hands over his bat ears and moaned, ""Ah, speak not the name, sir!","['Harry Potter', 'Harry', 'Dobby']"
"Speak not the name!""
  ""Sorry"" said Harry quickly.",['Harry']
"""I know lots of people don't like it.",[]
"My friend Ron -""
  He stopped again.","['Ron -""']"
"Thinking about Ron was painful, too.
  ",['Ron']
"Dobby leaned toward Harry, his eyes wide as headlights.
  ","['Dobby', 'Harry']"
"'Dobby heard tell,"" he said hoarsely, ""that Harry Potter met the Dark Lord for a second time just weeks ago ... that Harry Potter escaped Yet again.","['Dobby', 'Harry Potter', 'second', 'just weeks ago', 'Harry Potter']"
"""
  Harry nodded and Dobby's eyes suddenly shone with tears.
  ,Ah, sir,"" he gasped, dabbing his face with a corner of the grubby
  pillowcase he was wearing.","['Harry', 'Dobby']"
"""Harry Potter is valiant and bold!",['Harry Potter']
He has braved so many dangers already!,[]
"But Dobby has come to protect Harry Potter, to warn him, even if he does have to shut his ears in the oven door later...","['Dobby', 'Harry Potter']"
Harry Potter must notgo back to Hogwarts.,"['Harry Potter', 'Hogwarts']"
"""
  There was a silence broken only by the chink of knives and forks from downstairs and the distant rumble of Uncle Vernon's voice.
  ",['Vernon']
"""W-what?""",[]
Harry stammered.,['Harry']
"""But I've got to go back - term starts on September first.",['September first']
It's all that's keeping me going.,[]
You don't know what it's like here.,[]
I don't belong here.,[]
I belong in your world - at Hogwarts.,[]
"""
  ""No, no, no,"" squeaked Dobby, shaking his head so hard his ears flapped.",['Dobby']
"""Harry Potter must stay where he is safe.",['Harry Potter']
"He is too great, too good, to lose.",[]
"If Harry Potter goes back to Hogwarts, he will be in mortal danger.","['Harry Potter', 'Hogwarts']"
"""
  ""Why?"" said Harry in surprise.
  ",['Harry']
"""There is a plot, Harry Potter.",['Harry Potter']
"A plot to make most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year,"" whispered Dobby, suddenly trembling all over.","['Hogwarts School of Witchcraft', 'Wizardry', 'this year', 'Dobby']"
"""Dobby has known it for months, sir.","['Dobby', 'months']"
Harry Potter must not put himself in peril.,['Harry Potter']
"He is too important, sir!""
  ""What terrible things?"" said Harry at once.",['Harry']
"""Who's plotting them?""
  Dobby made a funny choking noise and then banged his head frantically against the wall.
  ",['Dobby']
"""All right!"" cried Harry, grabbing the elf's arm to stop him.",['Harry']
"""You can't tell me.",[]
I understand.,[]
"But why are you warning me?""",[]
"A sudden, unpleasant thought struck him.",[]
"""Hang on - this hasn't got anything to do with Vol- - sorry - with You-Know-Who, has it?
  ",[]
"You could just shake or nod,"" he added hastily as Dobby's head tilted worryingly close to the wall again.
  ",['Dobby']
"Slowly, Dobby shook his head.
  ",['Dobby']
"""Not -not",[]
He-,[]
"Who-Must-Not-Be-Named, sir",[]
"='
  ",[]
But Dobby's eyes were wide and he seemed to be trying to give Harry a hint.,"['Dobby', 'Harry']"
"Harry, however, was completely lost.
  ",['Harry']
"""He hasn't got a brother, has he?""
  Dobby shook his head, his eyes wider than ever.
  ",['Dobby']
"""Well then, I can't think who else would have a chance of making horrible things happen at Hogwarts,"" said Harry.",['Harry']
"""I mean, there's Dumbledore, for one thing - you know who Dumbledore is, don't you?""
   Dobby bowed his head.
  ","['Dumbledore', 'one', 'Dumbledore', 'Dobby']"
"""Albus Dumbledore is the greatest headmaster Hogwarts has ever had.","['Albus Dumbledore', 'Hogwarts']"
"Dobby knows it, sir.",['Dobby']
Dobby has heard Dumbledore's powers rival those of He-Who-Must-Not-Be-Named at the height of his strength.,"['Dobby', 'Dumbledore']"
"But, sir"" - Dobby's voice dropped to an urgent whisper - ""there are powers Dumbledore doesn't ... powers no decent wizard. . .",['Dumbledore']
"""
  ",[]
"And before Harry could stop him, Dobby bounded off the bed, seized Harry's desk lamp, and started beating himself around the head with earsplitting yelps.
  ","['Harry', 'Dobby', 'Harry']"
A sudden silence fell downstairs.,[]
"Two seconds later Harry, heart thudding madly, heard Uncle Vernon coming into the hall, calling, ""Dudley must have left his television on again, the little tyke!""
  ""Quick!","['Two seconds', 'Harry', 'Uncle Vernon', 'Dudley']"
"In the closet!"" hissed Harry, stuffing Dobby in, shutting the door, and flinging himself onto the bed just as the door handle turned.
  ","['Harry', 'Dobby']"
"""What - the - devil - are - you - doing?"" said Uncle Vernon through gritted teeth, his face horribly close to Harry's.","['Uncle Vernon', 'Harry']"
"""You've just ruined the punch line of my Japanese golfer joke ....",['Japanese']
"One more sound and you'll wish you'd never been born, boy!""
  ",['One']
"He stomped flat-footed from the room.
  ",[]
"Shaking, Harry let Dobby out of the closet.
  ",['Harry let Dobby']
"""See what it's like here?"" he said.",[]
"""See why I've got to go back to Hogwarts?",['Hogwarts']
"It's the only place I've got -well, I think I've got friends.",[]
"""
  ""Friends who don't even write to Harry Potter?"" said Dobby slyly.
  ","['Harry Potter', 'Dobby']"
"""I expect they've just been - wait a minute,"" said Harry, frowning.","['a minute', 'Harry']"
"""How do you know my friends haven't been writing to me?""
  Dobby shuffled his feet.
  ",['Dobby']
"""Harry Potter mustn't be angry with Dobby.","['Harry Potter', 'Dobby']"
"Dobby did it for the best - ""
  ""Have you been stopping my letters?",['Dobby']
"""
  ""Dobby has them here, sir,"" said the elf.",['Dobby']
"Stepping nimbly out of Harry's reach, he pulled a thick wad of envelopes from the inside of the pillowcase he was wearing.",['Harry']
"Harry could make out Hermione's neat writing, Ron's untidy scrawl, and even a scribble that looked as though it was from the Hogwarts gamekeeper, Hagrid.
  ","['Harry', 'Hermione', 'Ron', 'Hogwarts', 'Hagrid']"
"Dobby blinked anxiously up at Harry.
  ""Harry Potter mustn't be angry...","['Dobby', 'Harry', 'Harry Potter']"
Dobby hoped ... if Harry Potter thought his friends had forgotten him ...,"['Dobby', 'Harry Potter']"
"Harry Potter might not want to go back to school, sir .",['Harry Potter']
".....
   ",[]
Harry wasn't listening.,['Harry']
"He made a grab for the letters, but Dobby jumped out of reach.
  ",['Dobby']
"""Harry Potter will have them, sir, if he gives Dobby his word
  that he will not return to Hogwarts.","['Harry Potter', 'Dobby']"
"Ah, sir, this is a danger you must not face!",[]
"Say you won't go back, sir!""
  ""No,"" said Harry angrily.",['Harry']
"""Give me my friends' letters!""
  ""Then Harry Potter leaves Dobby no choice,"" said the elf sadly.
  ","['Harry Potter', 'Dobby']"
"Before Harry could move, Dobby had darted to the bedroom door, pulled it open, and sprinted down the stairs.
  ","['Harry', 'Dobby']"
"Mouth dry, stomach lurching, Harry sprang after him, trying not to make a sound.","['Mouth', 'Harry sprang']"
"He jumped the last six steps, landing catlike on the hall carpet, looking around for Dobby.","['six', 'Dobby']"
"From the dining room he heard Uncle Vernon saying, "". . .",['Uncle Vernon']
"tell Petunia that very funny story about those American plumbers, Mr. Mason.","['Petunia', 'American', 'Mason']"
She's been dying to hear. . .,[]
"""
  Harry ran up the hall into the kitchen and felt his stomach disappear.
  ",['Harry']
"Aunt Petunia's masterpiece of a pudding, the mountain of cream and sugared violets, was floating up near the ceiling.","[""Aunt Petunia's""]"
"On top of a cupboard in the corner crouched Dobby.
  ",['Dobby']
